"","S1.mean","S2.mean","S3.mean","S4.mean","GC.mean","PB.mean","NBC.mean","MBC.mean","dropout","Special"
"AMPL130645",0.667675788869894,0.759673835875613,0.711434863235906,0.794353469707239,0.303466977894189,0.621704908735661,0.801054824179182,0.282902054594453,0.0026101141924959,"Normal"
"AMPL130646",0.482434351287583,0.615527449763664,0.597024535500628,0.58815494464093,0.371963010390012,0.416326355873069,0.450863929999718,0.275593512946167,0.00995106035889071,"Normal"
"AMPL130648",0.74757146946027,0.551779643604129,0.468753871451161,0.467052103625273,0.172728422218348,0.276093086455694,0.349641330167233,0.163534341085029,0.146492659053834,"Normal"
"AMPL130649",0.955362475236221,0.953196898094012,0.943417887915971,0.95282042214539,0.644890194890374,0.816223760419205,0.922991942096531,0.83411761474649,0.140293637846656,"Normal"
"AMPL130650",0.783189025242004,0.475727343960924,0.400221136169365,0.353175218535752,0.058760727671605,0.123462015327506,0.161028983863323,0.07216244089206,0.0848287112561175,"Normal"
"AMPL130651",0.915486588468408,0.886695779573616,0.848697678171069,0.844074654755707,0.440792521097828,0.680715549282861,0.810221137742622,0.366695281850814,0.156606851549755,"Normal"
"AMPL130654",0.851363920830531,0.887683893287101,0.867911049873192,0.885952930592216,0.461974490717777,0.657190262497064,0.74614088673439,0.290959743707196,0.00619902120717786,"Normal"
"AMPL130667",0.924949741420241,0.915430705195586,0.882087430950542,0.896736780750123,0.638063138754256,0.757355062033799,0.859476152745947,0.517806530068461,0.00326264274061994,"Normal"
"AMPL130668",0.619085356568066,0.314959760150143,0.145191310732326,0.118442820591742,0.069456170304562,0.07251873058446,0.074120352223691,0.076816915186096,0.16068515497553,"Normal"
"AMPL130669",0.910770813447625,0.93606165509407,0.922531082650964,0.930219288119625,0.834099858117857,0.875155805910524,0.908483373913702,0.734365872542648,0.00130505709624795,"Normal"
"AMPL130671",0.394827010192332,0.451860852316355,0.461046537928701,0.47459158550376,0.519866148839086,0.437319112968423,0.413139551576562,0.609629100970402,0.00146818923327896,"Normal"
"AMPL130672",0.665259062302569,0.716252284238836,0.731594663323454,0.761307567091183,0.129312630212463,0.144656044808925,0.150998312657554,0.160346825727743,0.152365415986949,"Special"
"AMPL130676",0.856067592476224,0.502764456508549,0.120055575930582,0.114851796309097,0.58389024543538,0.28210517850782,0.177454212667706,0.853577917839338,0.108972267536705,"Normal"
"AMPL130680",0.863690627467512,0.864671417920014,0.837754348488127,0.850673060133134,0.68446698641942,0.772597276956997,0.838154697791306,0.613443823236017,0.0145187601957586,"Normal"
"AMPL130681",0.375310514298654,0.392984473559918,0.366398416689923,0.403943442914043,0.120617367416669,0.294383269769049,0.373817805740014,0.102359527147488,0.0363784665579119,"Normal"
"AMPL130695",0.896026176955993,0.931161703257526,0.911024166816808,0.927613662290408,0.141314684617292,0.60164862409501,0.83748316825012,0.515285571266039,0.00538336052202282,"Normal"
"AMPL130696",0.882484816964364,0.93355944748135,0.920982973369369,0.937102703375676,0.598443565813006,0.828870217146426,0.911257466536185,0.551270675606216,0.0048939641109299,"Normal"
"AMPL130698",0.517387916412321,0.55094046176095,0.524956309237916,0.573874451405113,0.318124451305489,0.296312905793157,0.290062960502441,0.392691365273675,0.105383360522023,"Special"
"AMPL130703",0.497674789828218,0.785066132098681,0.784623922009317,0.79326747177919,0.260114732380842,0.643892370893315,0.829872453977559,0.248354751085677,0.0197389885807504,"Normal"
"AMPL130704",0.178877114836298,0.184450309828063,0.163366994028065,0.191787873066374,0.212234073214301,0.186639745360612,0.18056396593066,0.51837050964002,0.00309951060358893,"Normal"
"AMPL130706",0.807233006436946,0.802143054502377,0.761459505746435,0.790989072245074,0.602315489692139,0.698458641740662,0.75705296450726,0.546899373130427,0.068352365415987,"Normal"
"AMPL130707",0.907233527596114,0.924594501506685,0.91249736953485,0.925604706305502,0.504845058796454,0.778142481007723,0.870562371067426,0.309446928409354,0.00913539967373578,"Normal"
"AMPL130708",0.801463860715977,0.828571962394963,0.800699225831982,0.80789801745478,0.501366813927813,0.638364497312997,0.713943700692779,0.37805293462779,0.0145187601957586,"Normal"
"AMPL130716",0.725431000344311,0.685874080633574,0.603969600318145,0.638653746196882,0.584888996522429,0.404114981114651,0.345293253905468,0.763663367371668,0.00424143556280587,"Normal"
"AMPL130718",0.293208404830842,0.423761424054698,0.233432160051181,0.237611770028128,0.516188954622761,0.446156365454399,0.425878880608535,0.774559455153473,0.189396411092985,"Normal"
"AMPL130720",0.871701567864048,0.897850555993909,0.869369491705469,0.893110785115351,0.62241221607423,0.782316434977817,0.869678658199671,0.445148184022745,0.0672104404567699,"Normal"
"AMPL130724",0.885493998628833,0.90465070154646,0.892901278951785,0.910708989480361,0.523945074616562,0.765565018957435,0.847883175181936,0.199902403565623,0.117455138662316,"Normal"
"AMPL130726",0.83345492878762,0.919514808938916,0.914445984575946,0.933287512986036,0.385825419035217,0.617773573604971,0.726110759899089,0.446484409196376,0.00636215334420875,"Normal"
"AMPL130727",0.931929580241604,0.76843196300879,0.508589785269765,0.531469929899036,0.343129225573593,0.458938262127511,0.521339663274787,0.419111528846587,0.0048939641109299,"Normal"
"AMPL130731",0.907236278041106,0.927551906826425,0.908096977312207,0.923658852609578,0.839027655546844,0.847773600302894,0.870407408547589,0.740469914972154,0.0593800978792822,"Normal"
"AMPL130734",0.543739707973746,0.183703531956521,0.179283734548166,0.204900460735389,0.157560067595704,0.204864295301375,0.230340566344621,0.201643494895404,0.00277324632952691,"Normal"
"AMPL130735",0.106762195606449,0.197884859203012,0.230354638928411,0.240513818067795,0.46099774762608,0.253278197238807,0.16772836046653,0.514608208026331,0.0210440456769984,"Normal"
"AMPL130737",0.894977445671149,0.887307031060355,0.879173722370374,0.883665365262303,0.096197291180359,0.242872285575189,0.332012207479263,0.18581125792546,0.0908646003262643,"Normal"
"AMPL130738",0.775427526527858,0.881530136536092,0.843669438304502,0.868872984249456,0.478706464132524,0.684224616480059,0.770985400691377,0.279594775594797,0.00783034257748771,"Normal"
"AMPL130739",0.803889281882385,0.853959078768558,0.849710981381418,0.893529860720906,0.704757762883371,0.816359175646305,0.878178263032139,0.57481493195067,0.147960848287113,"Normal"
"AMPL130744",0.767308020742207,0.816466770276179,0.779768509816385,0.777480626813793,0.578855204891892,0.716590777699119,0.809962616352719,0.444121993154842,0.0270799347471452,"Normal"
"AMPL130745",0.452673909077533,0.496550557912784,0.411059820631598,0.424834442583268,0.075035619590039,0.107818510281539,0.12376655818536,0.158934952523814,0.16394779771615,"Normal"
"AMPL130751",0.48720998816055,0.425673211802252,0.404254489393461,0.406679476167899,0.16587810999352,0.193500169996938,0.205461844080516,0.120603856577901,0.067047308319739,"Normal"
"AMPL130760",0.925057826111055,0.931612755283027,0.920486595147749,0.933109484124179,0.767894449072909,0.872231981933878,0.912311882711043,0.743724253266396,0,"Normal"
"AMPL130761",0.909151730762726,0.916466509506012,0.802019104752688,0.815234051520406,0.146093457663212,0.302397536617714,0.388607787456614,0.115438214834847,0.000163132137031008,"Normal"
"AMPL130762",0.855983393129064,0.912911040968073,0.830897838991199,0.853720138340249,0.093894381644663,0.458081207524536,0.642420174268021,0.388216568752244,0.14747145187602,"Normal"
"AMPL130763",0.940692104011332,0.921186767141006,0.892383432855178,0.909863383848528,0.807017631342547,0.836190485100261,0.879403303866684,0.751123836128054,0.00228384991843389,"Normal"
"AMPL130764",0.776827710936729,0.766210404081057,0.72572954165988,0.751210584357037,0.394885571418584,0.540854024561802,0.601845668728009,0.327373082983274,0.066884176182708,"Normal"
"AMPL130765",0.586634994428238,0.796512935314994,0.80420213546037,0.838361018893056,0.625891137062438,0.533372092441372,0.495887251492391,0.775868807220079,0.00114192495921694,"Normal"
"AMPL130767",0.930988270018284,0.908929283184315,0.869917887335739,0.894588311135274,0.606943161442117,0.765273322145479,0.845681139681992,0.497315943742003,0.202610114192496,"Normal"
"AMPL130769",0.912619848403769,0.938687106531691,0.920313570445425,0.935729857851165,0.219010623331195,0.627758711334123,0.865910620762674,0.275870761565248,0.00636215334420875,"Normal"
"AMPL130773",0.087061831710214,0.111815312913775,0.105636357536781,0.111380516347439,0.170108624138866,0.094219371803787,0.071782659623359,0.284703043312919,0.2278955954323,"Normal"
"AMPL130774",0.127681177514099,0.108198526681279,0.09614321436907,0.102616283333465,0.264357504511038,0.196185850159485,0.175874054903413,0.363030556184342,0.0257748776508973,"Normal"
"AMPL130776",0.683958646486706,0.567591594496159,0.337847058113057,0.205013085099763,0.055855735800884,0.05846418784264,0.061250710551009,0.063007771439424,0.000326264274062016,"Normal"
"AMPL130777",0.932632298886827,0.882763019976297,0.411587841149383,0.359189946625365,0.056353407304818,0.122650677514866,0.155082833195271,0.08363622554881,0.00163132137030997,"Normal"
"AMPL130778",0.807293790219161,0.852789685376632,0.833671487929409,0.843393975853852,0.505408900898197,0.602729451883577,0.655833977568209,0.338129742822728,0.00815660685154973,"Normal"
"AMPL130779",0.167297333674401,0.425443850499126,0.451515842371368,0.474328179422931,0.412180437700734,0.42293249772034,0.431178083059362,0.5397814037076,0.134094616639478,"Normal"
"AMPL130786",0.924090119018916,0.923076218698671,0.911595529787784,0.922481229374999,0.824075353644685,0.871538136861455,0.905173455331196,0.758342671112016,0.0827079934747145,"Normal"
"AMPL130787",0.437013377451427,0.436833142743794,0.408228094442826,0.409142565439681,0.209065384469445,0.279373299069043,0.328186422772996,0.153425606452213,0.00179445350734098,"Normal"
"AMPL130790",0.88961194431055,0.919696223188531,0.907601548653553,0.924004267141301,0.661020412505434,0.826008849212952,0.903630084347633,0.490361958258102,0.00652528548123976,"Normal"
"AMPL130794",0.912322337445565,0.840566944385149,0.444316341195903,0.456481517154918,0.168850871292802,0.340732999197659,0.423670158786612,0.124822679716725,0.0150081566068515,"Normal"
"AMPL130797",0.747513395190699,0.887720943348727,0.538919360059869,0.543997769091489,0.616894018345622,0.563543605806996,0.548852481299362,0.812530233545452,0.0205546492659053,"Normal"
"AMPL130798",0.919085869233747,0.925730844358381,0.902205094492205,0.927012493316192,0.519927675818497,0.765640216025048,0.869949580805669,0.499324323807486,0.0176182707993475,"Normal"
"AMPL130803",0.774560619764477,0.754681045491804,0.743559449134482,0.732033759064314,0.576301750252213,0.729929909859553,0.804767367099891,0.534510736961925,0.0120717781402936,"Normal"
"AMPL130807",0.953339654168785,0.953892614269143,0.929990372024771,0.946552896208122,0.619905570816198,0.810188000027702,0.90003755465774,0.478784809724859,0.000163132137031008,"Normal"
"AMPL130809",0.786014367856343,0.858744321841854,0.862470960976886,0.89405180085341,0.087506180938224,0.199150441337032,0.263680720910099,0.148108530711065,0.0026101141924959,"Normal"
"AMPL130810",0.907001886217102,0.657941698052042,0.501325851222889,0.550526852276785,0.642896050320984,0.680107980638717,0.693766381409258,0.701859519886538,0.0154975530179445,"Normal"
"AMPL130812",0.773856769430041,0.816982984153152,0.810119486587947,0.798122774729885,0.068053657143453,0.091709853230014,0.104038307986445,0.07397957219157,0.00831973898858074,"Special"
"AMPL130815",0.903109544637682,0.916940178786918,0.89988768192458,0.92370641821316,0.681010678436115,0.808234549026613,0.886540632273727,0.486621951789485,0.00195758564437198,"Normal"
"AMPL130817",0.943677636625373,0.932076698384187,0.928549070160827,0.929764029745074,0.336444758075249,0.686568714502922,0.873378508382334,0.540444540681114,0.18858075040783,"Normal"
"AMPL130818",0.855280832247076,0.884965572657952,0.856486885793798,0.869687618028308,0.289675984626737,0.572284478196975,0.708455448010858,0.192651083749724,0.18189233278956,"Normal"
"AMPL130819",0.474211001906225,0.594825734597307,0.60310519370113,0.617060359672384,0.439518941997996,0.373346207822427,0.356377234814042,0.674098085892611,0.122349102773246,"Normal"
"AMPL130820",0.919295697380244,0.929156312229502,0.91624603049243,0.926921422634868,0.461986024057596,0.647650293353641,0.746844741921976,0.232460031115815,0.0553017944535074,"Normal"
"AMPL130822",0.73542261752979,0.609958095354671,0.605406318175102,0.620572535659946,0.49571836001858,0.477193064717588,0.477899225539864,0.688764456071048,0.154812398042414,"Normal"
"AMPL130824",0.862009120243813,0.906215322754712,0.910884272156676,0.920406843952722,0.615794058242173,0.804450793340407,0.872092703792874,0.563925173515516,0.0549755301794453,"Normal"
"AMPL130825",0.106835193063018,0.11111824273592,0.111305569585377,0.123077278477755,0.407419997956998,0.294877317352932,0.248475454992127,0.508475934290105,0.00815660685154973,"Normal"
"AMPL130827",0.868065771292096,0.935852129993201,0.926231831192361,0.942339483675284,0.112762104610421,0.426380815230965,0.602191788617733,0.217932134145258,0.00228384991843389,"Normal"
"AMPL130831",0.890911558376233,0.91473935480319,0.90129215359526,0.915698726434875,0.601954690340837,0.523187591724024,0.506148471054524,0.563205427897692,0.0601957585644372,"Normal"
"AMPL130833",0.844064755250962,0.825071911395149,0.805533094208734,0.822521064238047,0.455123593963909,0.42662265491001,0.425873548105228,0.492108238423281,0.0140293637846656,"Normal"
"AMPL130835",0.930625539269448,0.936182255419517,0.925089445397553,0.930806836952515,0.318323991387345,0.577950808329579,0.73835384414756,0.148769093663972,0.00179445350734098,"Normal"
"AMPL130837",0.750751148212607,0.848157492581015,0.808305049545556,0.859412822572452,0.280448130589963,0.593537776824541,0.747752975162632,0.270600771629411,0.00326264274061994,"Normal"
"AMPL130838",0.686379712485423,0.777097014141192,0.81799043929818,0.855442491082985,0.259460170144836,0.677406803342209,0.852843490516648,0.602278596854454,0.0471451876019576,"Normal"
"AMPL130839",0.908355360196079,0.911370995439286,0.896875138804462,0.911928241623936,0.394473499306672,0.733951623080726,0.865740174015734,0.552775703482386,0.066068515497553,"Normal"
"AMPL130840",0.924072343414176,0.924712206925669,0.914046524270642,0.921089905189108,0.624166964121842,0.807511348277086,0.871077144075093,0.502875236598768,0.0132137030995106,"Normal"
"AMPL130841",0.245024487674134,0.660167132738623,0.712866136608126,0.72670104154932,0.780591094805128,0.755752783661338,0.744690850621751,0.810469393588081,0.0388254486133769,"Normal"
"AMPL130842",0.87765494999799,0.907555069727272,0.890416064257024,0.897047758218889,0.471472418384073,0.680389506836601,0.753330048726531,0.228373342755313,0.0538336052202284,"Normal"
"AMPL130846",0.565692781413135,0.682387372740201,0.682126454585646,0.70474895505904,0.762155637950546,0.701630115206809,0.676009373386848,0.827033339383065,0.00913539967373578,"Normal"
"AMPL130849",0.942675252691531,0.93376536680198,0.92690118997738,0.929744190214377,0.432412836486088,0.737620715361213,0.87732787619511,0.472342272941004,0.0817292006525285,"Normal"
"AMPL130850",0.342598984899572,0.215732282705119,0.090919930702016,0.084824966354503,0.066271342229583,0.061930007297891,0.062741995866433,0.06476685350447,0.00114192495921694,"Normal"
"AMPL130851",0.80707479522303,0.737555858750947,0.480418776672649,0.464266685724612,0.057131529809238,0.065726587307871,0.063245928720269,0.063768803536187,0.0500815660685155,"Special"
"AMPL130852",0.878535650473641,0.41844641853837,0.235938940864989,0.167786746756077,0.0606823675916,0.078889871374827,0.085080524444078,0.101818827316529,0.00358890701468184,"Normal"
"AMPL130853",0.934999934850232,0.939393709740871,0.934956666843034,0.942178743201985,0.159484779564725,0.593002237332966,0.855538789645702,0.181209413204334,0.0197389885807504,"Normal"
"AMPL130854",0.553803551268098,0.480655326360909,0.397153460983223,0.237250667296041,0.069711902866023,0.064322717812878,0.063126019538686,0.077320907014783,0.0495921696574225,"Normal"
"AMPL130855",0.491070903258443,0.478550777953858,0.442472735018423,0.476065950310521,0.131818543457998,0.215125396035391,0.260013512840093,0.111694659070845,0.0911908646003262,"Normal"
"AMPL130856",0.809314425199356,0.885396774444266,0.863333083058348,0.884497045139214,0.560663893483184,0.387989977705776,0.323687205084548,0.739035410961184,0.00717781402936379,"Normal"
"AMPL130859",0.58481519879257,0.70061674190615,0.685898748494126,0.665251214070757,0.153107019690937,0.161935057522874,0.168914455077826,0.153628130382244,0.0636215334420881,"Special"
"AMPL130862",0.269691466428745,0.222884085691177,0.1859981387658,0.220099032072728,0.333805653321222,0.258557307961024,0.23130263669851,0.522013941424719,0.00913539967373578,"Normal"
"AMPL130864",0.112835771582049,0.10145563436536,0.104185214678558,0.105660432270023,0.241614429700397,0.170400666781554,0.146223939654953,0.336023414461594,0.0141924959216966,"Normal"
"AMPL130866",0.579300292209561,0.847078738565271,0.84138939780659,0.869902955617517,0.894056160740203,0.865767331161317,0.858635051623631,0.854062234150277,0.208482871125612,"Normal"
"AMPL130867",0.166013723876091,0.178948983264338,0.173721908319304,0.172755321490615,0.312915596050749,0.278083915601163,0.257850571352203,0.406891610670608,0.0641109298531811,"Normal"
"AMPL130868",0.528778256523703,0.272042292007881,0.190310216352608,0.192599256956754,0.34503282075074,0.271683022594261,0.251356525119822,0.613848486158956,0.00570962479608483,"Normal"
"AMPL130869",0.908080115655606,0.934025381502942,0.91626353954431,0.944819604541698,0.71282138359062,0.857543570156585,0.924500643483553,0.590151053829884,0.0216965742251224,"Normal"
"AMPL130870",0.199450816968792,0.218737054917114,0.261557209872961,0.23161183019129,0.330531203577565,0.172322212809974,0.138708037266974,0.631386214824624,0.0251223491027732,"Normal"
"AMPL130871",0.632709424349079,0.287574699031629,0.201276055673782,0.199960333754706,0.144461911181779,0.173671568494479,0.177271182638432,0.194894989493631,0.165415986949429,"Normal"
"AMPL130878",0.755108777170189,0.658585830668115,0.636759577385556,0.627334844425326,0.071838610306776,0.340723212789625,0.489906168819289,0.099998744767346,0.239967373572594,"Normal"
"AMPL130883",0.897081218968547,0.916415688095578,0.896813963021349,0.913970435253776,0.330553277538255,0.682009497310556,0.862490730252023,0.224446011806831,0.201794453507341,"Normal"
"AMPL130885",0.462553674302712,0.867991867738191,0.861235918878428,0.88851300077576,0.935231192243295,0.92540593620758,0.924433812658783,0.923257274168779,0.0748776508972268,"Normal"
"AMPL130886",0.867468621525817,0.903888062558687,0.875623395615106,0.890658964369004,0.657287052467427,0.78512195224204,0.871225567930637,0.513994230622592,0.000163132137031008,"Normal"
"AMPL130887",0.947998279540347,0.94022084246056,0.931604622723103,0.933595937085697,0.823557138976018,0.862955123473929,0.907767798656977,0.726387983058658,0.0435562805872757,"Normal"
"AMPL130888",0.831913742152892,0.933111663566955,0.922836776856363,0.939453109375328,0.395023566612083,0.534744025447534,0.591211096259926,0.581265477595832,0.00212071778140288,"Normal"
"AMPL130889",0.479405645160609,0.19887239349271,0.165882454291991,0.155444442510699,0.051758122550888,0.063612271070426,0.071205766995417,0.072542054793932,0.0166394779771615,"Normal"
"AMPL130891",0.533231602049368,0.550646722267585,0.494616704723126,0.507034724894321,0.667699219373682,0.738758185860886,0.769438681200487,0.653963906801228,0.0254486133768352,"Normal"
"AMPL130898",0.916388816178273,0.920849003478763,0.907021514723646,0.910451319827358,0.801867691063577,0.853262922311001,0.890948041323951,0.747031815153927,0.0190864600326264,"Normal"
"AMPL130900",0.911580525569451,0.914777258889049,0.908829823139925,0.915172027428179,0.269346642563382,0.626099209560492,0.853733166689502,0.657487604967734,0.0778140293637847,"Normal"
"AMPL130907",0.866582095677477,0.892077862188536,0.888234297589391,0.903372513765315,0.073919610332181,0.460159980771678,0.673895283557752,0.069333585984121,0.0197389885807504,"Normal"
"AMPL130910",0.862457066583367,0.299832719468875,0.487727175528405,0.484225051206925,0.703228763546729,0.52051396026364,0.452697926798002,0.882068977163371,0.0203915171288744,"Normal"
"AMPL130911",0.763961738706731,0.843444663724138,0.820375069967896,0.77624474406913,0.142909409581456,0.111726846041255,0.080784594392054,0.255300471360863,0.124306688417618,"Normal"
"AMPL130917",0.87859451325009,0.911833532051761,0.884631375920431,0.892580902542669,0.555971157567627,0.697123875286586,0.755441159538485,0.864653539309222,0.000489396411093024,"Normal"
"AMPL130920",0.788588282038917,0.895525868977359,0.887119879317635,0.907982066107574,0.820858851848268,0.863480954656827,0.899712967462844,0.755371546990986,0.000815660685154929,"Normal"
"AMPL130924",0.220712463327757,0.233887134470398,0.224140121258438,0.249389096216336,0.368631315970713,0.311089510887252,0.28670402841127,0.475885902039605,0.0440456769983687,"Normal"
"AMPL130928",0.111185852687839,0.408335913331455,0.445598613727783,0.457970231008461,0.042013851537095,0.075291322502316,0.090841090638372,0.057098465332297,0.00522022838499181,"Normal"
"AMPL130930",0.860427072471724,0.908235507887845,0.914284529751892,0.932934442457175,0.779777833328198,0.892236530814158,0.919599809730276,0.667638718162702,0.032626427406199,"Normal"
